Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
2,58,Yes,4,4,35
8,83,No,4,1,73
8,79,Yes,8,6,73
6,76,Yes,5,8,68
5,65,Yes,6,6,54
9,65,Yes,7,2,63
5,51,Yes,7,0,37
9,83,Yes,4,8,80
7,57,Yes,4,3,47
5,82,No,7,3,68
8,41,No,8,5,37
9,93,No,5,3,87
6,56,Yes,7,0,47
4,96,Yes,9,2,81
3,87,Yes,4,4,65
7,55,Yes,7,5,50
5,40,No,6,8,24
2,60,Yes,6,5,41
8,82,Yes,4,0,70
5,92,No,5,8,79
2,48,Yes,5,0,23
1,65,No,6,3,37
7,77,No,8,7,68
9,57,No,5,0,51
6,63,No,4,3,51
8,40,Yes,5,1,29
4,59,No,5,6,40
6,77,Yes,6,6,67
4,40,Yes,6,6,20
8,85,Yes,6,3,81
3,82,No,4,2,63
2,65,No,4,1,42
8,58,Yes,7,4,56
2,65,Yes,5,1,43
5,72,Yes,6,5,55
3,58,Yes,4,5,30
6,78,Yes,4,2,70
2,86,No,7,7,63
6,57,No,8,4,41
8,88,Yes,5,9,84
4,65,No,4,1,46
2,74,Yes,6,8,49
3,80,Yes,7,2,63
4,68,No,8,8,52
9,94,No,9,2,91
1,76,Yes,8,0,50
5,66,Yes,5,4,52
6,48,Yes,9,2,38
3,54,Yes,4,4,32
9,63,Yes,7,8,62
9,84,Yes,8,8,86
6,85,No,7,2,72
3,43,Yes,9,0,25
3,51,No,6,5,28
5,49,Yes,5,3,34
9,41,Yes,9,2,41
7,60,No,7,8,52
2,67,Yes,6,9,47
9,78,No,8,9,75
1,66,Yes,6,3,38
8,82,No,8,3,79
7,72,Yes,7,3,63
4,81,No,4,7,62
2,45,No,4,7,21
5,81,Yes,5,7,67
6,89,No,4,4,76
1,51,No,8,9,22
9,84,No,9,3,83
3,63,Yes,6,5,43
2,89,No,8,3,66
5,71,No,5,5,54
7,63,Yes,6,5,56
5,77,Yes,8,0,62
4,82,Yes,8,4,62
3,97,Yes,9,1,80
3,57,Yes,9,0,38
3,52,Yes,9,1,33
4,98,No,7,5,78
7,67,Yes,8,6,60
2,78,Yes,8,2,58
1,86,No,8,9,66
6,50,Yes,6,1,43
1,96,No,7,5,72
8,42,Yes,7,8,38
9,89,No,7,2,86
9,96,No,6,8,93
9,96,No,7,8,94
6,98,No,5,1,88
2,82,Yes,7,9,61
1,64,Yes,8,0,36
8,96,No,8,9,94
3,94,No,6,4,74
3,72,No,5,3,50
7,69,Yes,4,2,59
3,70,Yes,4,2,52
4,73,No,8,6,56
7,92,Yes,8,1,82
4,90,Yes,8,4,77
7,84,No,7,0,76
9,59,No,9,1,55
3,87,Yes,4,4,65
6,44,Yes,5,6,33
8,69,Yes,4,5,61
7,61,Yes,6,8,54
9,55,No,4,4,49
3,96,No,5,5,74
4,51,Yes,9,5,33
3,43,Yes,6,7,23
2,76,Yes,9,8,58
5,54,No,5,3,35
6,55,Yes,8,6,46
9,47,Yes,7,1,44
9,58,No,8,2,55
4,75,No,6,3,61
6,94,No,5,0,83
8,76,No,5,8,70
1,99,No,6,9,76
1,81,No,5,2,58
7,74,No,9,1,63
4,43,No,9,2,25
4,91,No,6,0,74
7,80,No,4,8,70
4,95,Yes,7,2,77
8,60,Yes,7,9,55
6,90,No,8,4,78
1,67,No,6,8,40
2,84,Yes,9,1,63
5,99,No,7,5,89
4,99,Yes,6,1,82
2,88,Yes,9,6,65
3,78,No,9,6,61
3,80,No,5,6,60
8,76,Yes,8,6,70
1,65,Yes,4,6,42
6,63,No,8,8,51
4,83,No,5,5,66
9,73,Yes,4,6,70
4,98,No,7,3,80
8,44,No,6,5,38
1,56,No,8,2,28
4,70,Yes,6,8,53
5,46,Yes,5,1,29
5,53,No,7,2,42
4,90,No,8,3,69
6,58,Yes,8,1,49
7,59,No,4,0,46
6,42,No,6,8,33
3,78,Yes,6,1,58
3,98,Yes,7,4,79
3,89,Yes,4,2,67
2,55,No,8,1,29
4,46,Yes,9,3,28
2,56,No,6,2,31
8,44,No,8,0,37
4,87,No,5,2,70
3,46,Yes,7,4,24
5,70,Yes,8,0,56
4,83,No,8,0,68
3,69,Yes,4,1,49
6,64,No,8,0,52
3,65,No,5,4,44
4,58,Yes,4,5,41
8,75,No,4,3,68
5,82,Yes,8,7,72
5,67,No,8,4,53
2,48,Yes,8,8,26
6,97,No,5,4,83
4,74,Yes,5,0,57
2,42,No,7,9,22
2,61,Yes,5,3,38
9,58,No,7,8,54
5,90,No,8,9,77
4,95,No,5,6,78
8,48,No,9,8,43
7,79,Yes,7,5,68
2,60,Yes,4,7,39
9,85,Yes,8,1,83
3,41,No,9,8,23
8,71,Yes,5,8,67
5,98,Yes,4,7,83
3,46,No,4,1,26
8,62,No,6,8,59
8,48,Yes,7,8,44
9,65,Yes,7,3,62
9,74,Yes,8,2,68
6,51,Yes,7,0,37
1,83,Yes,9,3,59
8,81,No,6,2,72
7,90,Yes,6,8,82
9,74,No,9,8,73
4,89,No,4,8,75
2,65,No,5,1,40
6,53,Yes,4,5,41
7,73,Yes,4,2,64
9,66,No,6,0,60
9,60,Yes,4,3,56
9,41,Yes,8,1,41
4,77,No,7,7,59
9,44,Yes,5,6,41
7,98,No,6,1,88
9,57,Yes,5,7,56
4,97,Yes,4,3,79
2,57,Yes,7,1,35
4,98,Yes,9,4,83
5,87,Yes,4,7,72
2,97,No,7,0,76
3,55,Yes,8,5,34
7,64,Yes,8,0,55
8,52,No,4,3,41
9,73,Yes,9,4,72
9,90,Yes,7,9,90
3,58,No,9,6,40
4,65,Yes,7,7,49
8,88,Yes,4,5,82
7,88,Yes,6,8,82
7,97,No,4,6,86
2,44,No,4,1,20
2,57,No,6,3,30
6,81,Yes,4,7,71
5,40,Yes,7,5,26
8,53,Yes,9,7,49
6,63,Yes,9,3,53
8,68,Yes,5,3,61
8,42,Yes,9,8,38
1,58,Yes,7,1,34
8,81,No,7,2,72
3,60,No,5,6,37
6,60,No,6,1,47
4,77,Yes,8,6,60
5,95,Yes,5,7,82
3,70,No,9,6,51
1,48,Yes,7,6,25
8,63,No,6,6,55
6,52,Yes,9,9,41
5,79,Yes,5,8,65
9,84,Yes,6,0,80
4,56,Yes,5,9,42
8,85,Yes,5,7,82
1,67,No,4,5,44
7,41,No,5,3,31
2,88,No,7,8,70
6,88,Yes,6,7,78
5,42,Yes,4,7,25
7,97,Yes,4,9,90
8,98,Yes,8,2,92
3,92,No,8,2,73
5,67,Yes,6,1,54
9,52,No,4,3,45
8,63,No,5,8,59
8,88,Yes,7,3,85
2,49,Yes,6,9,24
1,57,No,9,2,33
2,54,No,7,4,34
1,68,No,5,9,45
4,44,Yes,9,1,23
7,93,No,4,4,84
9,58,Yes,7,2,56
2,66,No,9,7,46
9,99,Yes,8,1,99
2,53,Yes,8,4,33
8,60,Yes,4,3,58
9,41,Yes,8,1,41
5,49,No,7,5,36
2,84,No,8,0,59
5,85,Yes,9,5,73
1,93,Yes,6,8,68
4,65,No,4,0,45
7,69,Yes,4,2,59
1,69,No,9,5,47
1,57,No,8,0,31
6,73,Yes,8,5,63
9,99,No,4,1,95
9,91,Yes,5,9,93
5,68,Yes,9,4,56
4,77,No,4,0,59
7,95,No,9,6,87
7,58,No,8,8,48
5,87,Yes,6,3,71
8,62,Yes,4,2,52
4,97,No,6,3,74
3,79,No,8,1,60
3,63,No,7,9,46
4,64,Yes,7,2,48
5,69,Yes,8,5,55
9,93,Yes,4,4,91
1,42,No,9,1,15
6,80,Yes,8,4,70
3,57,Yes,5,6,36
4,55,No,9,5,36
3,54,No,8,4,39
8,61,No,9,4,59
9,58,No,8,7,59
7,51,Yes,7,8,41
7,84,Yes,4,4,72
2,52,Yes,7,8,29
2,90,No,6,0,66
2,50,No,4,1,28
9,75,No,9,0,74
3,99,Yes,7,8,77
3,68,No,6,7,46
7,59,No,8,9,50
4,88,No,4,8,70
5,51,Yes,7,1,38
4,77,Yes,8,6,60
2,85,Yes,8,8,65
6,87,Yes,5,4,77
7,48,No,4,1,41
9,64,Yes,7,1,61
4,77,Yes,7,9,62
6,89,Yes,8,4,80
6,62,Yes,5,3,52
8,89,No,6,7,83
3,84,Yes,7,0,65
3,55,No,4,3,36
7,65,No,4,5,55
5,54,Yes,5,5,39
2,76,No,7,1,51
5,76,No,4,8,61
9,43,No,5,9,39
9,60,No,7,0,52
4,61,Yes,7,1,44
9,50,No,7,8,45
4,43,Yes,7,6,26
1,46,Yes,7,6,20
9,41,Yes,8,6,38
6,66,Yes,4,4,51
3,76,Yes,5,9,56
6,48,Yes,8,1,38
4,64,Yes,8,3,48
8,76,Yes,9,2,66
4,53,No,8,4,36
8,99,No,4,8,97
9,91,No,5,1,85
1,80,No,9,0,56
2,49,No,6,3,26
8,76,No,9,4,72
7,40,Yes,8,9,33
5,71,No,5,2,59
4,64,Yes,8,4,47
4,77,Yes,8,6,63
2,50,Yes,6,6,28
7,97,No,6,5,89
3,45,Yes,7,4,24
1,66,No,6,8,43
5,94,Yes,4,0,78
3,54,Yes,6,3,38
9,53,Yes,6,9,49
5,82,No,8,3,66
7,70,No,9,4,61
2,96,No,5,5,75
1,81,No,7,0,59
1,56,No,8,2,30
2,82,Yes,5,9,60
7,65,No,5,7,55
4,87,No,8,0,69
1,94,Yes,8,4,66
9,41,No,9,8,39
1,74,No,5,2,46
5,95,No,9,5,83
1,83,No,7,5,59
8,78,No,8,7,72
4,91,Yes,4,3,71
1,80,Yes,7,4,55
3,93,Yes,6,2,74
4,67,No,7,8,48
9,61,Yes,4,7,57
2,71,No,6,4,48
1,96,No,8,3,70
1,45,No,7,1,16
8,77,Yes,7,5,76
7,54,No,9,3,47
1,44,No,8,8,18
3,63,Yes,6,2,39
1,80,No,6,3,55
3,83,Yes,9,1,63
4,89,No,6,7,71
4,41,Yes,8,7,23
2,96,No,4,9,73
5,87,Yes,9,5,75
3,87,No,8,0,65
9,84,No,6,6,79
7,85,Yes,8,0,73
1,54,No,9,8,34
6,58,Yes,8,8,49
8,95,No,5,0,89
6,46,No,6,2,33
8,91,Yes,5,4,86
3,40,No,8,2,20
9,83,Yes,4,2,78
8,63,No,8,7,59
8,99,Yes,7,9,97
9,61,No,5,6,59
6,58,Yes,4,8,45
8,97,Yes,5,1,91
5,75,No,4,0,58
9,89,Yes,4,4,86
6,62,Yes,5,3,52
1,99,Yes,4,6,75
2,65,Yes,9,4,40
5,99,Yes,7,4,89
8,86,Yes,6,0,79
6,56,No,5,9,41
4,62,No,6,7,45
6,69,Yes,9,5,57
3,93,Yes,9,5,75
8,83,Yes,8,5,80
4,82,Yes,8,8,68
3,66,Yes,7,3,44
3,61,No,4,5,41
9,96,Yes,8,9,95
1,91,Yes,6,2,66
6,90,No,6,2,82
3,80,Yes,9,1,58
6,63,No,8,0,52
3,64,No,7,1,43
5,85,Yes,6,1,68
7,83,No,6,0,73
9,61,No,8,2,57
7,40,No,6,3,31
1,65,No,7,7,42
9,46,Yes,7,8,44
5,52,Yes,9,8,38
6,82,No,5,9,73
6,83,Yes,5,4,70
7,74,Yes,7,4,69
9,78,No,4,3,76
7,66,No,4,5,54
5,44,Yes,7,5,27
3,43,Yes,4,0,20
6,45,No,7,9,34
4,70,Yes,9,2,53
1,77,Yes,9,0,51
7,48,No,4,1,41
9,86,Yes,6,9,83
1,63,No,9,3,39
3,97,Yes,4,1,76
2,53,Yes,5,9,30
5,87,Yes,6,3,71
3,72,Yes,9,7,55
3,89,Yes,4,2,67
1,55,No,9,3,30
2,95,Yes,7,5,72
2,66,Yes,6,7,47
4,61,No,8,4,44
2,79,Yes,7,9,56
7,74,No,9,9,68
4,96,Yes,8,0,83
8,87,Yes,8,4,81
1,55,No,9,3,29
8,70,No,8,8,65
8,73,No,5,3,66
9,96,Yes,8,9,95
2,73,No,8,9,52
3,70,Yes,5,4,47
1,84,Yes,8,3,59
7,67,Yes,7,6,59
2,70,Yes,9,3,48
6,81,Yes,5,3,69
8,67,No,4,1,61
2,84,Yes,6,5,61
2,55,Yes,4,4,34
4,91,No,9,5,80
4,51,Yes,5,0,31
2,96,Yes,7,8,77
5,56,No,8,2,40
4,44,No,8,9,27
8,45,Yes,7,5,35
2,58,Yes,8,4,34
4,66,No,8,7,49
6,95,No,8,7,84
1,70,Yes,6,9,47
7,56,Yes,9,3,47
8,51,No,5,2,44
6,96,Yes,5,9,85
6,62,Yes,9,2,53
6,77,No,6,8,66
4,81,No,4,6,56
7,93,No,6,1,81
1,53,No,6,8,28
6,54,Yes,6,9,43
8,82,Yes,6,2,79
4,53,Yes,5,6,41
7,62,Yes,7,9,54
1,40,Yes,4,2,13
1,44,No,8,6,19
4,62,No,9,9,53
2,50,Yes,9,7,29
6,89,No,5,5,79
2,89,No,6,5,68
5,52,No,6,2,33
5,81,Yes,5,7,67
6,54,No,4,9,41
2,51,Yes,4,3,24
3,62,Yes,8,9,45
5,75,Yes,8,1,62
4,62,No,4,3,44
8,84,No,9,2,81
2,88,Yes,9,6,65
4,45,No,9,1,25
5,80,No,8,9,69
4,67,Yes,6,3,49
7,41,Yes,8,3,34
5,87,No,5,0,72
4,98,Yes,4,9,81
3,56,Yes,4,5,36
6,44,Yes,4,0,28
3,95,Yes,9,9,77
5,96,Yes,5,7,85
4,96,Yes,7,9,79
5,88,No,6,6,74
6,47,Yes,8,4,37
9,90,No,8,9,92
4,44,No,4,8,27
7,98,No,7,9,95
6,91,Yes,4,3,78
2,68,Yes,7,2,46
2,51,No,4,5,27
8,52,No,6,1,44
2,80,No,4,0,52
4,65,No,5,2,45
1,70,Yes,4,7,45
1,73,Yes,7,9,47
4,96,Yes,8,0,83
8,95,Yes,6,2,87
1,76,Yes,9,4,56
1,83,Yes,6,9,56
8,78,Yes,5,7,72
8,78,No,7,0,74
1,83,No,8,0,57
4,52,Yes,5,0,35
8,99,Yes,5,0,92
9,82,No,5,3,78
2,46,No,9,1,22
4,51,No,9,6,30
5,97,No,5,2,82
3,99,No,9,9,81
8,54,No,4,6,46
8,88,No,4,4,78
7,61,No,7,4,51
4,95,Yes,4,7,76
7,59,Yes,9,6,51
6,42,Yes,6,6,32
1,48,Yes,5,4,24
7,47,No,9,8,40
2,96,No,5,7,74
1,68,Yes,4,4,42
8,83,Yes,6,6,78
9,89,Yes,7,9,90
8,81,No,4,3,70
5,74,Yes,6,5,61
4,58,No,6,9,37
5,91,Yes,8,1,78
3,50,No,7,8,29
2,70,No,6,2,46
3,65,No,7,0,44
9,46,No,7,3,41
1,82,No,8,7,58
8,74,No,9,7,70
4,70,Yes,7,0,53
9,71,No,5,7,69
2,89,No,4,4,64
2,68,Yes,7,2,46
3,56,Yes,5,8,35
7,71,Yes,8,8,68
6,80,Yes,4,7,70
4,77,No,7,1,58
7,93,Yes,4,2,85
6,71,No,4,1,59
3,65,No,9,1,45
8,85,Yes,6,3,81
1,63,No,9,9,40
3,88,No,4,4,65
9,79,Yes,5,3,79
4,66,Yes,8,6,48
9,64,Yes,7,9,63
1,83,Yes,4,2,53
3,82,No,9,3,59
9,57,Yes,8,7,54
4,57,No,6,1,40
2,65,No,7,2,43
9,93,No,7,5,92
2,74,Yes,6,2,50
8,53,Yes,6,4,48
7,40,No,6,0,31
7,46,Yes,9,8,41
5,94,Yes,9,6,77
7,89,Yes,5,7,80
8,94,No,7,7,90
1,80,No,7,1,56
7,68,No,6,3,58
1,48,Yes,7,3,19
9,91,Yes,5,9,93
2,96,No,8,2,72
7,73,No,4,9,62
7,96,No,5,3,84
3,71,Yes,4,1,48
9,95,Yes,5,5,88
1,49,Yes,4,5,22
6,86,Yes,4,8,75
8,83,No,7,4,77
4,62,No,6,7,43
4,81,No,4,6,66
3,49,No,8,2,28
8,91,Yes,5,4,86
1,67,Yes,4,7,38
9,64,Yes,4,8,57
3,57,No,9,8,39
7,70,Yes,4,1,58
2,92,No,6,4,69
7,78,No,6,5,67
8,96,No,9,6,95
4,52,Yes,7,0,32
7,89,Yes,9,2,85
2,48,No,7,7,24
5,92,Yes,8,0,79
9,77,No,5,4,71
4,86,Yes,7,2,70
9,55,Yes,6,3,55
8,90,Yes,5,3,81
1,91,No,9,0,68
1,96,No,9,5,69
7,46,Yes,8,0,36
6,61,Yes,5,1,47
2,46,No,6,6,24
3,97,Yes,9,0,79
1,88,Yes,4,5,63
1,42,No,4,7,18
3,91,No,5,1,69
2,55,No,9,4,34
2,54,No,7,0,30
6,80,No,7,3,69
3,75,Yes,6,1,57
1,56,Yes,6,4,26
2,41,No,4,1,13
9,65,No,8,7,64
5,68,Yes,4,5,53
8,51,Yes,7,2,45
2,76,No,9,5,54
3,94,Yes,5,1,74
4,64,No,6,1,44
3,81,Yes,4,8,63
5,70,No,8,6,57
8,75,No,8,3,70
6,44,No,9,3,34
9,62,No,9,8,57
7,73,Yes,6,8,63
2,42,No,9,2,20
7,86,Yes,9,3,79
5,70,No,8,0,56
9,96,Yes,7,4,95
6,54,Yes,9,6,47
1,91,No,6,1,63
6,49,Yes,5,1,35
3,54,Yes,7,5,33
8,78,Yes,7,6,70
3,49,Yes,8,0,32
6,58,Yes,5,7,43
7,61,Yes,9,9,53
3,49,No,4,1,34
5,96,Yes,4,6,82
8,44,No,8,9,41
4,49,No,4,4,28
1,76,Yes,7,3,53
4,92,No,8,5,76
6,95,Yes,8,9,88
1,58,No,5,1,28
7,47,No,7,6,42
7,84,Yes,7,6,72
4,95,Yes,6,2,77
9,84,Yes,6,1,83
8,43,Yes,7,0,36
7,65,Yes,6,9,57
1,74,No,7,1,50
5,94,No,8,3,84
7,73,Yes,8,2,64
3,85,No,6,0,60
5,48,No,9,0,34
6,99,Yes,5,2,89
7,40,Yes,7,1,33
3,78,No,5,3,57
7,83,Yes,5,6,73
4,93,No,6,5,76
9,94,Yes,4,8,93
6,94,No,4,9,81
4,64,Yes,7,2,48
5,85,No,6,1,72
7,79,No,8,3,72
4,71,No,9,7,57
2,70,Yes,5,6,47
8,88,No,9,2,83
1,71,Yes,6,7,44
3,95,Yes,4,4,78
2,92,No,7,7,70
1,76,No,5,4,48
3,65,Yes,4,0,44
8,76,Yes,4,6,71
7,77,No,8,3,70
3,82,No,4,2,63
6,60,No,5,2,46
6,93,No,6,4,81
8,88,No,4,4,78
9,79,No,6,2,78
5,96,Yes,7,3,83
4,83,Yes,7,7,67
8,62,No,6,8,53
9,51,Yes,6,9,49
9,87,Yes,8,5,87
3,92,No,4,4,70
4,62,Yes,8,9,46
2,46,Yes,9,9,28
3,98,No,6,5,80
4,97,Yes,8,0,77
3,81,No,6,3,62
7,45,No,7,5,36
9,58,Yes,5,1,56
1,79,Yes,8,3,54
9,95,No,5,1,91
9,80,Yes,5,4,75
4,94,No,8,6,79
6,98,No,5,9,87
5,79,No,9,5,64
8,60,Yes,7,1,56
1,94,Yes,9,9,74
3,96,No,4,6,74
4,61,Yes,8,9,46
6,78,Yes,6,5,65
7,80,Yes,7,5,72
9,43,No,4,1,36
1,47,No,8,5,20
3,48,Yes,7,3,27
5,74,Yes,4,2,59
7,61,Yes,6,8,54
4,84,No,4,3,65
3,46,Yes,7,4,24
9,61,Yes,9,5,57
6,51,Yes,9,3,44
6,90,No,6,3,79
2,67,Yes,5,7,41
3,54,Yes,6,3,38
1,93,Yes,5,3,67
3,65,Yes,4,0,44
1,62,No,7,1,33
2,86,No,8,6,69
5,94,No,8,3,84
8,73,No,4,9,68
3,94,No,4,7,76
4,44,No,8,8,34
8,49,Yes,5,7,44
1,67,No,9,4,38
6,47,Yes,4,4,33
9,93,Yes,7,9,95
1,80,No,5,2,53
1,91,Yes,5,0,63
2,84,Yes,8,6,64
6,93,No,5,5,84
9,43,No,4,7,42
3,97,Yes,8,0,75
8,93,No,8,5,88
6,51,Yes,6,6,37
4,58,No,4,9,38
2,72,No,6,5,49
7,55,No,5,2,42
2,42,No,8,5,21
9,97,Yes,8,1,94
7,40,No,9,3,30
9,89,Yes,5,3,86
9,78,No,7,1,71
3,66,No,7,3,44
9,56,Yes,5,4,53
5,78,Yes,8,2,62
4,97,No,5,7,81
7,95,No,9,6,83
5,94,Yes,5,1,78
2,59,No,6,5,34
4,66,No,6,7,51
5,99,Yes,4,0,86
5,54,Yes,4,8,37
1,76,Yes,8,0,50
2,61,Yes,5,1,38
7,99,Yes,6,2,91
7,42,No,8,3,33
6,51,Yes,7,3,37
8,82,Yes,6,2,79
2,71,Yes,8,8,49
8,94,Yes,5,7,90
3,55,Yes,8,5,34
3,66,Yes,4,4,43
9,47,No,8,9,47
5,43,No,5,6,29
7,92,No,9,7,86
5,92,Yes,6,5,78
8,73,Yes,4,6,67
6,67,Yes,9,7,57
1,84,No,4,9,57
1,58,Yes,6,3,28
9,87,No,7,9,86
1,45,No,7,1,16
7,40,No,6,2,33
4,70,No,8,7,56
6,95,Yes,6,7,87
5,56,No,5,8,41
9,52,No,4,3,45
5,51,Yes,5,1,39
4,80,No,8,0,63
3,88,No,8,6,67
8,94,No,7,4,90
9,42,No,5,0,37
6,72,Yes,6,5,60
7,92,Yes,8,0,86
7,86,No,5,7,79
4,96,No,6,0,78
4,96,Yes,9,2,81
7,54,Yes,4,9,46
8,62,No,9,7,57
1,53,Yes,7,5,26
9,51,No,7,1,44
6,61,No,5,3,49
5,87,Yes,6,7,74
7,69,Yes,6,9,63
2,69,No,5,4,45
8,40,No,7,0,39
5,67,No,9,7,52
3,76,Yes,5,6,55
5,49,Yes,4,5,36
5,72,No,9,9,60
9,59,Yes,9,8,57
4,98,Yes,9,6,84
9,97,Yes,4,0,95
3,48,No,9,8,35
7,84,No,7,0,74
2,69,No,8,3,49
9,43,No,5,4,39
4,63,Yes,5,9,47
7,45,Yes,7,5,36
9,77,No,7,0,72
5,86,Yes,5,1,71
3,98,Yes,5,2,80
5,43,Yes,7,4,28
4,46,Yes,8,2,27
1,58,No,8,6,35
9,62,No,5,8,59
6,80,Yes,4,7,70
4,66,No,6,7,51
3,65,No,8,3,47
4,57,Yes,4,8,39
8,61,Yes,6,9,58
9,58,Yes,7,7,55
1,51,No,6,1,24
7,79,No,7,3,69
6,73,Yes,5,6,61
7,40,Yes,6,2,33
6,74,Yes,8,1,64
2,48,Yes,6,2,23
6,75,No,7,8,65
5,97,No,8,6,85
8,88,Yes,5,8,84
7,51,Yes,5,0,43
7,72,Yes,9,4,69
2,85,Yes,9,3,61
6,49,No,5,5,37
7,53,No,4,3,44
2,60,No,7,9,35
8,94,Yes,7,4,83
8,48,No,5,4,40
6,69,Yes,6,5,60
4,84,Yes,6,3,67
4,66,No,8,6,47
3,64,Yes,5,2,44
4,97,No,6,3,74
1,79,No,6,6,53
6,43,No,4,5,28
5,43,Yes,6,8,32
8,42,Yes,8,0,37
9,77,No,7,3,74
3,87,No,8,1,71
7,47,No,6,8,38
5,74,No,9,2,61
2,56,No,9,1,31
9,99,No,8,0,97
1,73,No,6,0,46
3,70,Yes,8,1,47
2,53,Yes,9,7,32
3,87,Yes,5,9,71
6,59,No,7,3,47
2,58,Yes,4,7,32
8,66,No,6,7,63
2,59,No,5,6,36
8,95,No,6,6,88
2,58,Yes,8,4,34
4,40,No,6,2,18
4,64,No,9,1,47
6,42,No,7,8,31
8,60,Yes,7,1,56
5,97,No,9,4,81
2,67,No,8,6,44
8,94,No,6,9,89
1,65,Yes,6,7,38
9,51,No,6,1,44
1,44,No,4,8,18
4,99,No,6,6,82
2,60,No,5,7,38
1,64,No,7,2,35
1,67,Yes,8,5,42
3,60,Yes,8,1,37
8,56,Yes,5,2,45
8,88,No,8,2,84
7,90,No,4,8,77
1,49,Yes,8,3,24
2,60,No,6,5,36
2,59,No,6,2,37
4,61,No,6,0,43
4,99,Yes,7,7,80
3,57,No,9,8,39
6,66,No,8,8,58
2,63,Yes,9,4,41
3,69,Yes,6,7,49
3,79,No,9,3,60
8,53,No,5,1,49
6,41,Yes,4,9,29
6,59,Yes,4,5,46
1,89,Yes,4,1,63
4,79,Yes,4,4,58
6,90,Yes,4,7,81
7,55,No,6,4,45
8,73,No,4,5,62
4,98,Yes,9,8,83
9,89,No,7,6,89
5,58,No,9,5,44
6,94,No,4,6,83
8,94,Yes,5,8,85
5,95,Yes,8,1,83
6,52,Yes,7,5,45
9,57,Yes,5,7,56
8,40,Yes,7,7,31
3,86,Yes,7,8,71
3,94,Yes,7,5,74
6,51,No,6,4,40
1,61,No,8,3,33
5,94,Yes,5,5,82
4,41,No,7,4,24
3,86,Yes,7,6,65
6,98,No,4,0,85
3,54,Yes,6,3,38
5,62,Yes,9,4,47
1,99,No,5,0,70
3,99,No,8,6,82
7,77,No,8,7,68
4,72,Yes,8,0,56
8,57,Yes,6,7,54
4,65,Yes,5,4,45
8,67,No,7,6,66
1,44,Yes,4,9,16
3,90,Yes,8,3,70
1,43,Yes,7,0,17
8,45,Yes,6,8,40
4,65,Yes,5,4,45
9,61,No,4,8,59
9,71,Yes,9,5,69
9,46,Yes,9,0,44
7,60,No,7,8,52
5,58,Yes,4,5,43
6,76,Yes,6,7,66
5,54,No,5,9,41
3,63,Yes,9,0,44
3,40,No,8,2,20
3,80,No,8,7,60
2,51,No,6,9,27
2,61,Yes,9,9,37
4,76,Yes,8,5,60
9,60,Yes,9,7,61
5,60,Yes,5,9,46
2,83,Yes,9,2,61
7,58,No,5,9,49
4,40,No,9,1,22
1,50,No,6,6,22
9,41,No,8,6,38
2,79,Yes,6,2,59
7,69,Yes,5,8,60
2,97,No,7,6,75
6,97,Yes,5,9,86
7,62,Yes,4,9,55
4,64,No,9,6,49
7,44,No,5,4,37
3,81,No,8,8,65
4,81,No,7,6,66
7,49,No,6,8,41
3,41,No,9,1,22
3,81,No,6,6,60
1,61,No,4,2,32
1,57,Yes,5,0,29
3,68,No,9,6,52
2,92,Yes,6,6,70
9,58,Yes,5,2,56
1,46,Yes,6,4,17
4,80,Yes,9,8,66
5,43,No,7,7,26
6,44,No,8,4,33
8,45,No,7,3,38
8,73,Yes,8,8,67
1,54,No,7,3,26
3,71,Yes,7,4,50
4,86,Yes,7,6,67
7,43,No,7,6,34
8,82,No,8,5,76
5,86,Yes,6,8,73
1,40,Yes,6,5,11
6,75,No,8,9,69
4,52,Yes,7,0,32
1,52,No,9,1,25
4,47,No,8,6,28
7,68,No,9,6,62
9,88,Yes,6,8,84
4,45,No,9,9,31
3,85,No,4,6,66
8,89,Yes,9,8,84
9,80,Yes,4,4,75
7,65,No,7,4,51
4,53,No,9,5,34
7,92,No,5,8,84
7,90,No,5,7,85
7,85,No,9,3,74
7,40,No,6,0,31
8,93,Yes,4,4,85
3,71,Yes,4,1,48
5,51,Yes,7,6,37
5,68,No,6,5,54
5,60,No,8,0,46
4,42,Yes,9,4,27
8,50,Yes,5,6,48
1,96,No,4,0,72
4,77,Yes,8,8,61
6,48,Yes,6,6,34
6,60,No,6,6,48
5,66,Yes,7,9,54
5,44,No,9,6,29
3,78,No,4,2,57
4,67,Yes,6,2,51
1,42,No,5,6,14
8,60,No,7,2,52
7,48,Yes,9,9,44
1,74,No,4,0,52
4,43,No,6,7,24
8,96,No,7,0,90
3,87,Yes,8,3,67
2,72,Yes,9,1,48
3,83,No,6,3,67
4,58,Yes,5,4,37
8,79,Yes,6,4,71
1,59,No,8,4,33
4,80,No,9,0,63
4,71,Yes,4,6,53
8,52,No,4,5,45
5,50,No,8,7,37
9,72,No,5,6,71
3,56,Yes,8,7,38
7,89,Yes,9,0,81
3,41,No,8,5,18
6,70,No,7,4,59
4,81,No,4,1,59
4,45,Yes,7,6,27
2,77,No,7,8,52
3,82,No,6,4,58
8,92,Yes,7,7,85
7,56,Yes,9,4,46
2,64,No,5,4,42
1,97,No,5,7,71
5,51,Yes,7,1,38
7,66,No,4,4,57
5,83,Yes,4,4,69
7,89,No,5,1,80
2,84,No,7,4,61
